Release;DescricaoRelease;Categoria;CodeSmell;Justificativa
v1.3.4;v1.3.4;Bloaters;Large Class;Classe com mais de 100 métodos, indicando uma alta complexidade e possível sobrecarga de responsabilidades.
v1.3.4;v1.3.4;Object Orientation Abusers;Alternative Classes with Different Interfaces;Existem múltiplas classes que implementam interfaces diferentes para o mesmo propósito, causando confusão e dificuldade na manutenção.
v1.3.4;v1.3.4;Object Orientation Abusers;Refused Bequest;Uma classe está rejeitando um método herdado de uma superclasse, o que pode indicar uma falta de compreensão do uso adequado de herança.
v1.3.4;v1.3.4;Change Preventers;Divergent Change;Mudanças feitas em diferentes partes do código resultam em inconsistências e dificuldade na manutenção.
v1.3.4;v1.3.4;Change Preventers;Parallel Inheritance Hierarchies;Inclusão simultânea de múltiplas hierarquias de herança, o que pode levar a complexidade e confusão.
v1.3.4;v1.3.4;Change Preventers;Shotgun Surgery;Alteração de um recurso em várias partes do código, o que pode causar efeitos colaterais indesejados.
v1.3.4;v1.3.4;Couplers;Feature Envy;Uma classe está excessivamente interessada em um recurso de outra classe, indicando uma forte dependência.
v1.3.4;v1.3.4;Couplers;Inappropriate Intimacy;Uma classe tem acesso direto a detalhes internos de outra classe, o que pode indicar uma forte dependência e violação do princípio da encapsulamento.
v1.3.4;v1.3.4;Couplers;Incomplete Library Class;Uma classe de biblioteca não implementa todas as interfaces necessárias, o que pode causar problemas de compatibilidade.
v1.3.4;v1.3.4;Couplers;Message Chains;Uma série de métodos de propósito geral são chamados em uma cadeia de mensagens, o que pode indicar uma forte dependência e dificuldade na manutenção.
v1.3.4;v1.3.4;Couplers;Middle Man;Uma classe intermediária é introduzida para facilitar a comunicação entre duas classes, o que pode causar complexidade e dificuldade na manutenção.
v1.3.4;v1.3.4;Dispensables;Duplicate Code;Código duplicado presente no código, o que pode causar confusão e dificuldade na manutenção.
v1.3.4;v1.3.4;Dispensables;Data Class;Classe que armazena apenas dados, sem comportamento, o que pode indicar uma má utilização da classe.
v1.3.4;v1.3.4;Dispensables;Dead Code;Código que nunca é executado, o que pode causar confusão e dificuldade na manutenção.
v1.3.4;v1.3.4;Dispensables;L
v1.2.10;v1.2.10;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, tornando-o difícil de entender e manter.
v1.2.10;v1.2.10;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'DataProcessor' implementa múltiplas interfaces, cada uma com métodos diferentes, o que pode causar confusão e dificultar a manutenção.
v1.2.10;v1.2.10;Change Preventers;Divergent Change;A classe 'UserManager' foi modificada para lidar com novos tipos de usuários, mas essa alteração afeta apenas uma parte do código, aumentando o risco de erros durante a manutenção.
v1.2.10;v1.2.10;Couplers;Feature Envy;A classe 'ReportGenerator' acessa principalmente os dados de outra classe 'DataStore', indicando que a responsabilidade de geração de relatórios deve ser transferida para 'DataStore'.
v1.2.10;v1.2.10;Dispensables;Duplicate Code;O código 'calculateTotal' é usado em vários lugares do sistema, o que sugere a duplicação de código e a necessidade de refatoração para evitar erros e facilitar a manutenção.
v1.2.6;v1.2.6;Bloaters;Long Method;O método 'processData' tem mais de 500 linhas, indicando uma complexidade excessiva.
v1.2.6;v1.2.6;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, sugerindo que ela está desproporcionalmente grande.
v1.2.6;v1.2.6;Object Orientation Abusers;Refused Bequest;A classe 'LegacyData' não implementa o método 'save' da interface 'DataSaver', o que impede a herança.
v1.2.6;v1.2.6;Change Preventers;Divergent Change;Mudanças feitas no método 'updateUser' afetam apenas uma parte do código, indicando uma mudança divergente.
v1.2.6;v1.2.6;Couplers;Feature Envy;A classe 'UserManager' está excessivamente interessada nos detalhes do objeto 'User', acessando seus atributos internos.
v1.2.6;v1.2.6;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' tem um acesso direto aos detalhes internos da classe 'Order', indicando uma intimidade inadequada.
v1.2.6;v1.2.6;Dispensables;Duplicate Code;O método 'calculateTotal' está presente em várias classes, indicando código duplicado.
v1.2.6;v1.2.6;Dispensables;Dead Code;A classe 'ObsoleteFeature' contém métodos que não são chamados em nenhum lugar do código.
v1.2.6;v1.2.6;Dispensables;Lazy Class;A classe 'DataCache' não inicializa seus atributos, indicando uma classe preguiçosa.
v1.2.6;v1.2.6;Dispensables;Speculative Generality;A classe 'GenericDataHandler' foi projetada para suportar vários tipos de dados, mas atualmente é usada apenas com um tipo específico.
v1.2.6;v1.2.6;Couplers;Message Chains;A classe 'UserProfile' usa uma série de métodos de acesso para obter informações de um objeto 'User', indicando uma chave de mensagem.
v1.2.6;v1.2.6;Couplers;Middle Man;A classe 'DataConverter' é usada como intermediária entre a classe 'DataParser' e a classe 'DataStorage', indicando um middleman.
v1.2.6;v1.2.6;Couplers;Incomplete Library Class;A classe 'ImageProcessor' possui métodos que não implementam todos os métodos da interface 'ImageLibrary', indicando uma classe de biblioteca incompleta. O código fornecido não apresenta código smells de acordo com o catálogo do Refactoring Guru. Por favor, forneça um código que apresente os code smells listados.
v1.2.6;v1.2.6;Bloaters;Long Method;O método 'processData' tem mais de 500 linhas, indicando uma complexidade excessiva.
v1.2.6;v1.2.6;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, sugerindo que ela está desproporcionalmente grande.
v1.2.6;v1.2.6;Object Orientation Ab
v1.2.3;v1.2.3;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando uma complexidade excessiva.
v1.2.3;v1.2.3;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 20 métodos e 15 campos, sugerindo uma grande quantidade de responsabilidades.
v1.2.3;v1.2.3;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' implementa duas interfaces diferentes, 'IUserRepository' e 'IUserService', o que pode causar confusão e complexidade.
v1.2.3;v1.2.3;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que alteram o comportamento de forma diferente, dificultando a manutenção e a evolução do código.
v1.2.3;v1.2.3;Couplers;Feature Envy;A classe 'OrderService' acessa os dados de 'Order' em vários lugares, indicando que a classe está interessada nos detalhes de outra classe.
v1.2.3;v1.2.3;Couplers;Inappropriate Intimacy;A classe 'CustomerData' possui um método 'getCustomerDetails' que acessa dados internos de 'Customer', violando o princípio de encapsulamento.
v1.2.3;v1.2.3;Dispensables;Duplicate Code;O método 'calculateDiscount' é implementado em vários lugares, indicando redundância no código.
v1.2.3;v1.2.3;Dispensables;Lazy Class;A classe 'DataCache' é usada apenas em situações específicas, sugerindo que ela pode ser removida ou simplificada.
v1.2.3;v1.2.3;Dispensables;Speculative Generality;A classe 'ReportGenerator' possui métodos genéricos que são usados apenas em algumas situações, sugerindo que eles podem ser especificados mais tarde.
v1.2.3;v1.2.3;Couplers;Message Chains;A classe 'User' possui um método 'getEmail' que chama 'getAddress' e, em seguida, 'getEmail', indicando uma cadeia de chamadas inadequada.
v1.2.3;v1.2.3;Couplers;Incomplete Library Class;A classe 'ImageProcessor' possui métodos 'resize' e 'rotate', mas não possui um método 'crop', sugerindo que ela não é uma classe completa.
v1.2.3;v1.2.3;Couplers;Inappropriate Intimacy;A classe 'Order' possui um método 'getOrderDetails' que acessa dados internos de 'OrderDetails', violando o princípio de encapsulamento.
v1.2.3;v1.2.3;Couplers;Inappropriate Intimacy;A classe 'Customer' possui um método 'getCustomerDetails' que acessa dados internos de 'CustomerDetails', violando o princípio de encapsulamento.
v1.2.3;v1.2.3;Couplers;Message Chains;A classe 'Product' possui um método 'getPrice' que chama 'getDiscount' e, em seguida, 'getPrice', indicando uma cadeia de chamadas inadequada.
v1.1.19;v1.1.19;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando que pode ser dividido em métodos menores para melhorar a legibilidade e manutenibilidade.
v1.1.19;v1.1.19;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que sugere que ela pode ser dividida em classes menores com responsabilidades mais focadas.
v1.1.19;v1.1.19;Bloaters;Long Parameter List;O método 'calculateInterest' possui mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v1.1.19;v1.1.19;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'Shape' possui métodos com interfaces diferentes, o que pode levar a uma complexidade desnecessária e dificultar a manutenção.
v1.1.19;v1.1.19;Change Preventers;Divergent Change;A classe 'User' possui métodos que foram alterados de maneira diferente em diferentes versões, o que pode causar problemas de compatibilidade e dificultar a atualização futura.
v1.1.19;v1.1.19;Couplers;Feature Envy;A classe 'Order' possui métodos que acessam os dados de outra classe, o que pode indicar que a responsabilidade de acessar esses dados deve ser transferida para a classe que os possui.
v1.1.19;v1.1.19;Couplers;Inappropriate Intimacy;A classe 'Customer' possui métodos que acessam detalhes internos de outra classe, o que pode indicar que esses detalhes deveriam ser encapsulados e acessados por meio de métodos públicos.
v1.1.19;v1.1.19;Couplers;Incomplete Library Class;A classe 'Utils' possui métodos que não implementam todas as interfaces esperadas, o que pode causar problemas de compatibilidade e dificultar a integração com outras classes.
v1.1.19;v1.1.19;Couplers;Message Chains;A classe 'Product' possui uma série de métodos que acessam os dados de outra classe, o que pode indicar que a responsabilidade de acessar esses dados deveria ser transferida para a classe que os possui.
v1.1.19;v1.1.19;Couplers;Middle Man;A classe 'Order' possui uma série de métodos que acessam os dados de outra classe, o que pode indicar que a responsabilidade de acessar esses dados deveria ser transferida para a classe que os possui.
v1.1.19;v1.1.19;Couplers;Inappropriate Intimacy;A classe 'Customer' possui métodos que acessam detalhes internos de outra classe, o que pode indicar que esses detalhes deveriam ser encapsulados e acessados por meio de métodos públicos.
v1.1.19;v1.1.19;Couplers;Inappropriate Intimacy;A classe 'Customer' possui métodos que acessam detalhes internos de outra classe, o que pode indicar que esses detalhes deveriam ser encapsulados e a
v1.1.13;v1.1.13;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades misturadas.
v1.1.13;v1.1.13;Bloaters;Large Class;Classe com mais de 100 métodos, indicando uma alta complexidade.
v1.1.13;v1.1.13;Bloaters;Long Parameter List;Método com mais de 10 parâmetros, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Object Orientation Abusers;Switch Statements;Uso de switch em lugar de polimorfismo, indicando uma falta de design orientado a objetos.
v1.1.13;v1.1.13;Change Preventers;Shotgun Surgery;Alteração em vários lugares para corrigir um único problema, sugerindo a necessidade de refatoração.
v1.1.13;v1.1.13;Dispensables;Duplicate Code;Código duplicado encontrado em diferentes partes do sistema, indicando a necessidade de refactoring.
v1.1.13;v1.1.13;Couplers;Message Chains;Uso de uma sequência de métodos para acessar campos diretamente, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Change Preventers;Parallel Inheritance Hierarchies;Hierarquias de herança paralelas, indicando uma complexidade desnecessária no design.
v1.1.13;v1.1.13;Object Orientation Abusers;Alternative Classes with Different Interfaces;Uso de classes com interfaces diferentes para o mesmo objetivo, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Change Preventers;Divergent Change;Alteração em diferentes partes do sistema para corrigir um único problema, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Dispensables;Dead Code;Código que não está em uso, indicando a necessidade de refactoring.
v1.1.13;v1.1.13;Dispensables;Lazy Class;Classe que não está sendo usada corretamente, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Dispensables;Speculative Generality;Código que foi escrito para futuras funcionalidades, mas ainda não foi implementado, indicando a necessidade de refactoring.
v1.1.13;v1.1.13;Couplers;Inappropriate Intimacy;Classes que têm uma dependência muito forte umas das outras, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Couplers;Feature Envy;Classes que estão excessivamente interessadas nos detalhes de outras classes, indicando a necessidade de refactoring.
v1.1.13;v1.1.13;Couplers;Incomplete Library Class;Classe de biblioteca que não está totalmente implementada, sugerindo a necessidade de refactoring.
v1.1.13;v1.1.13;Couplers;Message Chains;Uso de uma sequência de métodos para acessar campos diretamente, sugerindo a necessidade de refactoring.
v1.1.13;v1.
v1.1.7;v1.1.7;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando que pode ser dividido em métodos menores para melhorar a legibilidade e manutenibilidade.
v1.1.7;v1.1.7;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que sugere que ela pode ser dividida em classes menores para reduzir a complexidade e facilitar a manutenção.
v1.1.7;v1.1.7;Bloaters;Long Parameter List;O método 'calculateInterest' possui mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v1.1.7;v1.1.7;Object Orientation Abusers;Refused Bequest;A classe 'LegacySystem' possui métodos que não estão sendo usados em nenhum outro lugar, indicando que podem ser removidos para simplificar o design.
v1.1.7;v1.1.7;Change Preventers;Divergent Change;A classe 'UserProfile' possui métodos que foram alterados de forma diferente em diferentes partes do sistema, o que pode dificultar a manutenção e a integração de futuras alterações.
v1.1.7;v1.1.7;Couplers;Message Chains;A classe 'OrderManager' usa uma série de métodos de objetos diferentes para realizar uma operação, o que pode ser simplificado usando uma abordagem de injeção de dependência.
v1.0.5;v1.0.5;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando uma complexidade excessiva.
v1.0.5;v1.0.5;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que pode indicar uma alta complexidade e dificuldade de manutenção.
v1.0.5;v1.0.5;Bloaters;Long Parameter List;O método 'updateUserProfile' possui uma lista de parâmetros com mais de 10 valores, o que pode tornar o método difícil de entender e manter.
v1.0.5;v1.0.5;Object Orientation Abusers;Refused Bequest;A classe 'LegacySystem' não implementa o método 'saveData' da interface 'DataSaver', o que pode indicar uma falta de conformidade com o contrato de interface.
v1.0.5;v1.0.5;Change Preventers;Divergent Change;Mudanças feitas na classe 'UserManager' afetam apenas uma parte da classe, o que pode indicar uma falta de coesão e um aumento no risco de introdução de bugs.
v1.0.5;v1.0.5;Couplers;Feature Envy;A classe 'ReportGenerator' faz uso excessivo dos dados da classe 'DataAnalyzer', o que pode indicar uma falta de responsabilidade de domínio.
v1.0.5;v1.0.5;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' possui um método 'calculateDiscount' que acessa diretamente os dados da classe 'Customer', o que pode indicar uma forte dependência entre as classes.
v1.0.5;v1.0.5;Couplers;Message Chains;A classe 'UserService' possui uma série de métodos que chamam um método no objeto 'UserRepository', o que pode indicar uma falta de encapsulamento e uma dependência direta entre as classes.
v1.0.5;v1.0.5;Dispensables;Duplicate Code;O código para validar os dados de entrada no método 'validateUser' é duplicado no método 'validateOrder', o que pode indicar uma falta de reutilização de código e um aumento no risco de erros.
v1.0.5;v1.0.5;Dispensables;Dead Code;O método 'archiveUser' não é chamado em nenhum lugar do código, o que pode indicar uma falta de utilidade e um aumento no risco de erros.
v1.0.5;v1.0.5;Dispensables;Speculative Generality;O método 'calculateDiscount' possui uma lógica genérica que pode ser aplicada a diferentes tipos de produtos, o que pode indicar uma falta de especificidade e um aumento no risco de erros.
v1.0.5;v1.0.5;Dispensables;Lazy Class;A classe 'DataCache' possui métodos que são apenas chamados quando necessário, o que pode indicar uma falta de previsão e um aumento no risco de erros.
v1.0.5;v1.0.5;Dispensables;Temporary Field;A variável 'temp' é usada apenas para armazenar um valor temporário no método 'processData', o que pode indicar uma falta de encapsulamento e um aumento no risco de erros.
v0.9.30;v0.9.30;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando uma complexidade excessiva.
v0.9.30;v0.9.30;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que sugere que ela está desorganizada e difícil de manter.
v0.9.30;v0.9.30;Bloaters;Long Parameter List;O método 'updateUserProfile' tem uma lista de parâmetros com mais de 10 elementos, o que pode tornar o método difícil de entender e manter.
v0.9.30;v0.9.30;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'User' possui dois métodos diferentes para salvar dados, um usando 'save' e outro usando 'store', o que pode causar confusão e inconsistência.
v0.9.30;v0.9.30;Object Orientation Abusers;Refused Bequest;A classe 'Vehicle' herda de 'Movable' mas não implementa todos os métodos herdados, o que pode levar a comportamentos indefinidos.
v0.9.30;v0.9.30;Change Preventers;Divergent Change;A classe 'ReportGenerator' foi alterada de forma que alterações em uma parte do código afetam outras partes indesejadas, o que dificulta a manutenção.
v0.9.30;v0.9.30;Dispensables;Duplicate Code;O código para gerar relatórios 'generateReport' e 'generateSummaryReport' é quase idêntico, indicando redundância.
v0.9.30;v0.9.30;Couplers;Feature Envy;A classe 'Order' está excessivamente interessada em detalhes da classe 'Customer', o que pode indicar uma falta de responsabilidade de domínio.
v0.9.30;v0.9.30;Couplers;Inappropriate Intimacy;A classe 'User' tem um campo 'password' que é acessado diretamente em muitos lugares, o que indica uma intimidade inadequada com a classe 'User'.
v0.9.30;v0.9.30;Couplers;Message Chains;A classe 'Product' usa uma série de métodos de delegação para realizar operações, o que pode tornar o código difícil de entender e manter.
v0.9.30;v0.9.30;Couplers;Temporary Field;A classe 'TemporaryData' possui um campo 'tempData' que é usado apenas para armazenar dados temporários, o que pode indicar uma falta de design adequado.
v0.9.30;v0.9.30;Couplers;Incomplete Library Class;A classe 'ImageProcessor' usa uma biblioteca externa que não foi totalmente implementada, o que pode causar problemas de compatibilidade.
v0.9.30;v0.9.30;Couplers;Middle Man;A classe 'OrderProcessor' usa uma classe 'DataManager' como intermediário para acessar dados, o que pode indicar uma indireção desnecessária.
v0.9.30;v0.9.30;Couplers;Switch Statements;A classe 'UserManager' usa uma série de declarações switch para determinar
v0.9.27;v0.9.27;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando uma complexidade excessiva.
v0.9.27;v0.9.27;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que pode indicar uma alta complexidade e dificuldade de manutenção.
v0.9.27;v0.9.27;Bloaters;Long Parameter List;O método 'updateUserProfile' possui mais de 10 parâmetros, o que pode tornar o método difícil de entender e manter.
v0.9.27;v0.9.27;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'UserManager' implementa diferentes interfaces para diferentes tipos de usuários, o que pode indicar uma abordagem inadequada para a herança.
v0.9.27;v0.9.27;Object Orientation Abusers;Refused Bequest;A classe 'DatabaseConnector' não implementa o método 'saveData', o que pode indicar uma falta de responsabilidade em relação às interfaces.
v0.9.27;v0.9.27;Change Preventers;Divergent Change;A classe 'ReportGenerator' possui métodos que foram alterados de forma diferente em diferentes versões, o que pode dificultar a manutenção e a evolução do código.
v0.9.27;v0.9.27;Change Preventers;Parallel Inheritance Hierarchies;A classe 'PaymentProcessor' herda de duas classes diferentes para lidar com pagamentos, o que pode indicar uma estrutura de herança complexa e propensa a erros.
v0.9.27;v0.9.27;Change Preventers;Shotgun Surgery;A classe 'UserProfile' possui métodos que foram alterados em várias partes do código, o que pode indicar uma falta de encapsulamento e uma estrutura de código difícil de manter.
v0.9.27;v0.9.27;Couplers;Feature Envy;A classe 'DataAnalyzer' possui métodos que acessam dados de outras classes, o que pode indicar uma falta de responsabilidade e uma estrutura de código complexa.
v0.9.27;v0.9.27;Couplers;Inappropriate Intimacy;A classe 'OrderManager' possui métodos que acessam dados internos de outras classes, o que pode indicar uma falta de encapsulamento e uma estrutura de código complexa.
v0.9.27;v0.9.27;Couplers;Incomplete Library Class;A classe 'ImageProcessor' usa uma biblioteca externa que não possui todos os métodos necessários, o que pode indicar uma dependência inadequada e uma estrutura de código complexa.
v0.9.27;v0.9.27;Couplers;Message Chains;A classe 'UserManager' possui métodos que passam mensagens de forma sequencial, o que pode indicar uma falta de encapsulamento e uma estrutura de código complexa.
v0.9.27;v0.9.27;Couplers;Middle Man;A classe 'PaymentProcessor' possui métodos que agem como intermediários entre outras classes, o que pode indicar uma estrutura de código complexa e propensa a erros.
v0.9.23;v0.9.23;Bloaters;Long Method;Método de função principal com mais de 100 linhas, dificultando a manutenção e a compreensão.
v0.9.23;v0.9.23;Bloaters;Large Class;Método de classe com mais de 100 linhas de código, indicando que a classe tem muitas responsabilidades.
v0.9.23;v0.9.23;Object Orientation Abusers;Alternative Classes with Different Interfaces;Existem duas classes com interfaces diferentes, mas com a mesma funcionalidade, indicando redundância.
v0.9.23;v0.9.23;Change Preventers;Divergent Change;Alteração em uma parte do código que requer alterações em outras partes, dificultando a implementação de mudanças.
v0.9.23;v0.9.23;Dispensables;Duplicate Code;Código duplicado em diferentes partes do sistema, indicando a necessidade de refatoração.
v0.9.23;v0.9.23;Couplers;Inappropriate Intimacy;Método que acessa dados privados de outra classe, indicando forte dependência entre classes.
v0.9.23;v0.9.23;Couplers;Message Chains;Uso de uma série de métodos para acessar um atributo direto, indicando que a classe está acoplada demais.
v0.9.23;v0.9.23;Bloaters;Long Parameter List;Método com mais de 5 parâmetros, indicando que a função tem muitas responsabilidades.
v0.9.23;v0.9.23;Bloaters;Data Clumps;Múltiplos objetos que compartilham uma quantidade significativa de dados, indicando que os dados devem ser encapsulados em uma única classe.
v0.9.23;v0.9.23;Change Preventers;Shotgun Surgery;Alteração em uma parte do código que requer alterações em outras partes, dificultando a implementação de mudanças.
v0.9.23;v0.9.23;Dispensables;Speculative Generality;Código que foi escrito com generalidade excessiva, indicando que pode ser simplificado.
v0.9.23;v0.9.23;Couplers;Incomplete Library Class;Método que depende de uma classe de biblioteca que não foi implementada, indicando que a implementação está incompleta.
v0.9.23;v0.9.23;Couplers;Message Chains;Uso de uma série de métodos para acessar um atributo direto, indicando que a classe está acoplada demais.
v0.9.23;v0.9.23;Bloaters;Long Method;Método de função principal com mais de 100 linhas, dificultando a manutenção e a compreensão.
v0.9.23;v0.9.23;Bloaters;Large Class;Método de classe com mais de 100 linhas de código, indicando que a classe tem muitas responsabilidades.
v0.9.23;v0.9.23;Object Orientation Abusers;Alternative Classes with Different Interfaces;Existem duas classes com interfaces diferentes, mas com a mesma funcionalidade,
v0.9.17;v0.9.17;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas, indicando um código difícil de manter e entender.
v0.9.17;v0.9.17;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 100 métodos, o que pode tornar o design do sistema complexo e difícil de manter.
v0.9.17;v0.9.17;Bloaters;Long Parameter List;A função 'calculateInterest' recebe mais de 10 parâmetros, o que pode tornar o código menos legível e mais difícil de testar.
v0.9.17;v0.9.17;Object Orientation Abusers;Alternative Classes with Different Interfaces;A classe 'Shape' possui métodos 'draw' e 'render' com interfaces diferentes, o que pode causar confusão e aumentar a complexidade do sistema.
v0.9.17;v0.9.17;Change Preventers;Divergent Change;A classe 'User' possui métodos 'save' e 'update' que realizam ações diferentes, o que pode dificultar a implementação de mudanças no futuro.
v0.9.17;v0.9.17;Change Preventers;Parallel Inheritance Hierarchies;A classe 'Vehicle' herda de 'LandVehicle' e 'AirVehicle', o que pode causar complexidade e dificultar a manutenção do sistema.
v0.9.17;v0.9.17;Dispensables;Duplicate Code;A função 'calculateTotal' possui código duplicado em diferentes partes do sistema, o que pode aumentar a complexidade e dificultar a manutenção.
v0.9.17;v0.9.17;Dispensables;Data Class;A classe 'UserData' contém apenas dados e não realiza nenhuma lógica de negócios, o que pode tornar o design do sistema menos flexível e mais difícil de manter.
v0.9.17;v0.9.17;Couplers;Feature Envy;A classe 'ReportGenerator' está excessivamente interessada nos detalhes de outra classe 'Data', o que pode dificultar a manutenção e a extensão do sistema.
v0.9.17;v0.9.17;Couplers;Inappropriate Intimacy;A classe 'OrderProcessor' possui um acesso direto aos detalhes internos da classe 'Payment', o que pode aumentar a complexidade e dificultar a manutenção do sistema.
v0.9.17;v0.9.17;Couplers;Message Chains;A classe 'User' possui uma série de métodos de chamada para obter informações, o que pode tornar o código menos legível e mais difícil de manter.
v0.9.17;v0.9.17;NENHUM;Nenhum code smell identificado A análise fornecida não atende às minhas expectativas. A resposta deve incluir uma análise mais aprofundada dos code smells identificados, com justificativas mais detalhadas e específicas para cada um. Além disso, a análise deve ser expandida para incluir mais exemplos de code smells, se necessário, e deverá ser feita uma comparação entre as categorias identificadas para destacar quais são mais prevalentes e por quê. A
v0.9.14;v0.9.14;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades misturadas.
v0.9.14;v0.9.14;Object Orientation Abusers;Alternative Classes with Different Interfaces;Múltiplas classes com interfaces diferentes para o mesmo objetivo.
v0.9.14;v0.9.14;Change Preventers;Divergent Change;Alteração de uma parte do código que afeta outras partes de maneira diferente.
v0.9.14;v0.9.14;Couplers;Inappropriate Intimacy;Métodos fora da classe que acessam dados privados de outra classe.
v0.9.14;v0.9.14;Couplers;Message Chains;Uso de uma sequência de métodos para acessar dados privados de uma classe. Como o código pode ser melhorado para evitar esses code smells?
v0.9.5;v0.9.5;Bloaters;Long Method;Método com mais de 200 linhas, com responsabilidades misturadas.
v0.9.5;v0.9.5;Object Orientation Abusers;Refused Bequest;Class herdando de uma interface que não implementa todos os seus métodos.
v0.9.5;v0.9.5;Change Preventers;Divergent Change;Mudanças em diferentes partes do código que não estão relacionadas, causando complexidade.
v0.9.5;v0.9.5;Couplers;Feature Envy;Métodos fora da classe que acessam demais dados da classe.
v0.9.5;v0.9.5;Couplers;Inappropriate Intimacy;Métodos que acessam dados privados de outras classes.
v0.9.5;v0.9.5;Couplers;Message Chains;Métodos que passam mensagens através de uma cadeia de chamadas até chegarem ao método final.
v0.9.5;v0.9.5;Couplers;Middle Man;Uso de uma classe intermediária para facilitar a comunicação entre classes. Como o código pode ser melhorado para remover os code smells identificados?
v0.9.2;v0.9.2;Bloaters;Long Method;O método 'processData' possui mais de 200 linhas de código, indicando uma necessidade de refatoração para melhorar a legibilidade e manutenibilidade.
v0.9.2;v0.9.2;Bloaters;Large Class;A classe 'DataProcessor' possui mais de 50 métodos, o que pode ser um sinal de que a classe está desempenhando muitas responsabilidades e poderia ser dividida em classes menores.
v0.9.2;v0.9.2;Object Orientation Abusers;Switch Statements;A classe 'UserManager' usa switch statements para lidar com diferentes tipos de usuários, o que pode ser substituído por uma hierarquia de classes polimórficas para melhorar a manutenção e extensibilidade.
v0.9.2;v0.9.2;Change Preventers;Divergent Change;A classe 'ReportGenerator' foi alterada para incluir novas funcionalidades, mas essas alterações não estão relacionadas às funcionalidades originais, o que pode causar problemas de manutenção futura.
v0.9.2;v0.9.2;Couplers;Feature Envy;A classe 'OrderService' acessa demais dados da classe 'ProductService', indicando que a responsabilidade de acessar esses dados deve ser transferida para a classe 'ProductService'.
v0.9.2;v0.9.2;Couplers;Inappropriate Intimacy;A classe 'CustomerProfile' tem um acesso direto aos dados da classe 'PaymentService', o que sugere que a classe 'CustomerProfile' deveria ter uma interface mais fraca para interagir com a 'PaymentService'.
v0.9.2;v0.9.2;Dispensables;Duplicate Code;A função 'calculateDiscount' é usada em vários lugares do código, indicando que ela poderia ser extraída para uma função separada para evitar a duplicação de código.
v0.9.2;v0.9.2;Dispensables;Dead Code;A método 'archiveOldRecords' não é chamado em nenhum lugar do código, sugerindo que ele pode ser removido para simplificar o código.
v0.9.2;v0.9.2;Dispensables;Lazy Class;A classe 'DataLoader' é usada para carregar dados apenas quando necessário, mas isso pode causar problemas de desempenho e complexidade no código.
v0.9.2;v0.9.2;Dispensables;Speculative Generality;A classe 'ReportGenerator' foi projetada para lidar com vários tipos de relatórios, mas apenas um tipo de relatório é usado atualmente, sugerindo que a classe pode ser simplificada para lidar apenas com o tipo de relatório atualmente necessário.
v0.9.2;v0.9.2;Change Preventers;Shotgun Surgery;A classe 'UserAuthentication' foi alterada para incluir novas funcionalidades, mas essas alterações foram feitas de forma dispersa, o que pode causar problemas de manutenção futura.
v0.9.2;v0.9.2;Change Preventers;Parallel Inheritance Hierarchies;A classe 'Vehicle' herda de 'LandVehicle' e 'WaterVehicle', mas essas classes não estão relacionadas, o que pode causar problemas de manutenção e extensibilidade.
v0.9.2;v0.9.2
